set horizon := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 ;

set datasets := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 ;

set weatherBins := 0 1 2 3 4 5 6 7 8 ;

param energyDemand := 
2 9 8 0.000000 
2 10 0 0.000000 
2 10 1 0.000000 
2 10 2 1.000000 
2 10 3 0.000000 
2 10 4 0.000000 
2 10 5 0.000000 
2 10 6 0.000000 
2 10 7 0.000000 
2 10 8 0.000000 
2 11 0 0.000000 
2 11 1 0.000000 
2 11 2 0.000000 
2 11 3 1.000000 
2 11 4 0.000000 
2 11 5 0.000000 
2 11 6 0.000000 
2 11 7 0.000000 
2 11 8 0.000000 
2 12 0 0.000000 
2 12 1 0.000000 
2 12 2 0.000000 
2 12 3 0.000000 
2 12 4 1.000000 
2 12 5 0.000000 
2 12 6 0.000000 
2 12 7 0.000000 
2 12 8 0.000000 
2 13 0 0.000000 
2 13 1 0.000000 
2 13 2 0.000000 
2 13 3 0.000000 
2 13 4 0.000000 
2 13 5 1.000000 
2 13 6 0.000000 
2 13 7 0.000000 
2 13 8 0.000000 
2 14 0 0.000000 
2 14 1 0.000000 
2 14 2 0.000000 
2 14 3 0.000000 
2 14 4 0.000000 
2 14 5 0.000000 
2 14 6 1.000000 
2 14 7 0.000000 
2 14 8 0.000000 
2 15 0 0.000000 
2 15 1 0.000000 
2 15 2 0.000000 
2 15 3 0.000000 
2 15 4 0.000000 
2 15 5 0.000000 
2 15 6 1.000000 
2 15 7 0.000000 
2 15 8 0.000000 
2 16 0 0.000000 
2 16 1 0.000000 
2 16 2 0.000000 
2 16 3 0.000000 
2 16 4 0.000000 
2 16 5 0.000000 
2 16 6 1.000000 
2 16 7 0.000000 
2 16 8 0.000000 
2 17 0 0.000000 
2 17 1 0.000000 
2 17 2 0.000000 
2 17 3 0.000000 
2 17 4 0.000000 
2 17 5 0.000000 
2 17 6 1.000000 
2 17 7 0.000000 
2 17 8 0.000000 
2 18 0 0.000000 
2 18 1 0.000000 
2 18 2 0.000000 
2 18 3 0.000000 
2 18 4 0.000000 
2 18 5 0.000000 
2 18 6 1.000000 
2 18 7 0.000000 
2 18 8 0.000000 
2 19 0 0.000000 
2 19 1 0.000000 
2 19 2 0.000000 
2 19 3 0.000000 
2 19 4 0.000000 
2 19 5 1.000000 
2 19 6 0.000000 
2 19 7 0.000000 
2 19 8 0.000000 
2 20 0 0.000000 
2 20 1 0.000000 
2 20 2 0.000000 
2 20 3 0.000000 
2 20 4 1.000000 
2 20 5 0.000000 
2 20 6 0.000000 
2 20 7 0.000000 
2 20 8 0.000000 
2 21 0 0.000000 
2 21 1 0.000000 
2 21 2 0.000000 
2 21 3 0.000000 
2 21 4 1.000000 
2 21 5 0.000000 
2 21 6 0.000000 
2 21 7 0.000000 
2 21 8 0.000000 
2 22 0 0.000000 
2 22 1 0.000000 
2 22 2 0.000000 
2 22 3 1.000000 
2 22 4 0.000000 
2 22 5 0.000000 
2 22 6 0.000000 
2 22 7 0.000000 
2 22 8 0.000000 
2 23 0 0.000000 
2 23 1 0.000000 
2 23 2 0.000000 
2 23 3 1.000000 
2 23 4 0.000000 
2 23 5 0.000000 
2 23 6 0.000000 
2 23 7 0.000000 
2 23 8 0.000000 
3 0 0 0.000000 
3 0 1 0.000000 
3 0 2 0.000000 
3 0 3 1.000000 
3 0 4 0.000000 
3 0 5 0.000000 
3 0 6 0.000000 
3 0 7 0.000000 
3 0 8 0.000000 
3 1 0 0.000000 
3 1 1 0.000000 
3 1 2 0.000000 
3 1 3 1.000000 
3 1 4 0.000000 
3 1 5 0.000000 
3 1 6 0.000000 
3 1 7 0.000000 
3 1 8 0.000000 
3 2 0 0.000000 
3 2 1 0.000000 
3 2 2 0.000000 
3 2 3 1.000000 
3 2 4 0.000000 
3 2 5 0.000000 
3 2 6 0.000000 
3 2 7 0.000000 
3 2 8 0.000000 
3 3 0 0.000000 
3 3 1 0.000000 
3 3 2 0.000000 
3 3 3 1.000000 
3 3 4 0.000000 
3 3 5 0.000000 
3 3 6 0.000000 
3 3 7 0.000000 
3 3 8 0.000000 
3 4 0 0.000000 
3 4 1 0.000000 
3 4 2 1.000000 
3 4 3 0.000000 
3 4 4 0.000000 
3 4 5 0.000000 
3 4 6 0.000000 
3 4 7 0.000000 
3 4 8 0.000000 
3 5 0 0.000000 
3 5 1 0.000000 
3 5 2 1.000000 
3 5 3 0.000000 
3 5 4 0.000000 
3 5 5 0.000000 
3 5 6 0.000000 
3 5 7 0.000000 
3 5 8 0.000000 
3 6 0 0.000000 
3 6 1 0.000000 
3 6 2 1.000000 
3 6 3 0.000000 
3 6 4 0.000000 
3 6 5 0.000000 
3 6 6 0.000000 
3 6 7 0.000000 
3 6 8 0.000000 
3 7 0 0.000000 
3 7 1 0.000000 
3 7 2 1.000000 
3 7 3 0.000000 
3 7 4 0.000000 
3 7 5 0.000000 
3 7 6 0.000000 
3 7 7 0.000000 
3 7 8 0.000000 
3 8 0 0.000000 
3 8 1 1.000000 
3 8 2 0.000000 
3 8 3 0.000000 
3 8 4 0.000000 
3 8 5 0.000000 
3 8 6 0.000000 
3 8 7 0.000000 
3 8 8 0.000000 
3 9 0 0.000000 
3 9 1 1.000000 
3 9 2 0.000000 
3 9 3 0.000000 
3 9 4 0.000000 
3 9 5 0.000000 
3 9 6 0.000000 
3 9 7 0.000000 
3 9 8 0.000000 
3 10 0 0.000000 
3 10 1 0.000000 
3 10 2 1.000000 
3 10 3 0.000000 
3 10 4 0.000000 
3 10 5 0.000000 
3 10 6 0.000000 
3 10 7 0.000000 
3 10 8 0.000000 
3 11 0 0.000000 
3 11 1 0.000000 
3 11 2 0.000000 
3 11 3 0.000000 
3 11 4 1.000000 
3 11 5 0.000000 
3 11 6 0.000000 
3 11 7 0.000000 
3 11 8 0.000000 
3 12 0 0.000000 
3 12 1 0.000000 
3 12 2 0.000000 
3 12 3 0.000000 
3 12 4 0.000000 
3 12 5 1.000000 
3 12 6 0.000000 
3 12 7 0.000000 
3 12 8 0.000000 
3 13 0 0.000000 
3 13 1 0.000000 
3 13 2 0.000000 
3 13 3 0.000000 
3 13 4 0.000000 
3 13 5 0.000000 
3 13 6 1.000000 
3 13 7 0.000000 
3 13 8 0.000000 
3 14 0 0.000000 
3 14 1 0.000000 
3 14 2 0.000000 
3 14 3 0.000000 
3 14 4 0.000000 
3 14 5 0.000000 
3 14 6 1.000000 
3 14 7 0.000000 
3 14 8 0.000000 
3 15 0 0.000000 
3 15 1 0.000000 
3 15 2 0.000000 
3 15 3 0.000000 
3 15 4 0.000000 
3 15 5 0.000000 
3 15 6 0.000000 
3 15 7 1.000000 
3 15 8 0.000000 
3 16 0 0.000000 
3 16 1 0.000000 
3 16 2 0.000000 
3 16 3 0.000000 
3 16 4 0.000000 
3 16 5 0.000000 
3 16 6 0.000000 
3 16 7 1.000000 
3 16 8 0.000000 
3 17 0 0.000000 
3 17 1 0.000000 
3 17 2 0.000000 
3 17 3 0.000000 
3 17 4 0.000000 
3 17 5 0.000000 
3 17 6 0.000000 
3 17 7 1.000000 
3 17 8 0.000000 
3 18 0 0.000000 
3 18 1 0.000000 
3 18 2 0.000000 
3 18 3 0.000000 
3 18 4 0.000000 
3 18 5 0.000000 
3 18 6 0.000000 
3 18 7 1.000000 
3 18 8 0.000000 
3 19 0 0.000000 
3 19 1 0.000000 
3 19 2 0.000000 
3 19 3 0.000000 
3 19 4 0.000000 
3 19 5 0.000000 
3 19 6 1.000000 
3 19 7 0.000000 
3 19 8 0.000000 
3 20 0 0.000000 
3 20 1 0.000000 
3 20 2 0.000000 
3 20 3 0.000000 
3 20 4 0.000000 
3 20 5 1.000000 
3 20 6 0.000000 
3 20 7 0.000000 
3 20 8 0.000000 
3 21 0 0.000000 
3 21 1 0.000000 
3 21 2 0.000000 
3 21 3 0.000000 
3 21 4 0.000000 
3 21 5 1.000000 
3 21 6 0.000000 
3 21 7 0.000000 
3 21 8 0.000000 
3 22 0 0.000000 
3 22 1 0.000000 
3 22 2 0.000000 
3 22 3 0.000000 
3 22 4 1.000000 
3 22 5 0.000000 
3 22 6 0.000000 
3 22 7 0.000000 
3 22 8 0.000000 
3 23 0 0.000000 
3 23 1 0.000000 
3 23 2 0.000000 
3 23 3 0.000000 
3 23 4 1.000000 
3 23 5 0.000000 
3 23 6 0.000000 
3 23 7 0.000000 
3 23 8 0.000000 
4 0 0 0.000000 
4 0 1 0.000000 
4 0 2 0.000000 
4 0 3 0.000000 
4 0 4 1.000000 
4 0 5 0.000000 
4 0 6 0.000000 
4 0 7 0.000000 
4 0 8 0.000000 
4 1 0 0.000000 
4 1 1 0.000000 
4 1 2 0.000000 
4 1 3 0.000000 
4 1 4 1.000000 
4 1 5 0.000000 
4 1 6 0.000000 
4 1 7 0.000000 
4 1 8 0.000000 
4 2 0 0.000000 
4 2 1 0.000000 
4 2 2 0.000000 
4 2 3 1.000000 
4 2 4 0.000000 
4 2 5 0.000000 
4 2 6 0.000000 
4 2 7 0.000000 
4 2 8 0.000000 
4 3 0 0.000000 
4 3 1 0.000000 
4 3 2 0.000000 
4 3 3 1.000000 
4 3 4 0.000000 
4 3 5 0.000000 
4 3 6 0.000000 
4 3 7 0.000000 
4 3 8 0.000000 
4 4 0 0.000000 
4 4 1 0.000000 
4 4 2 0.000000 
4 4 3 1.000000 
4 4 4 0.000000 
4 4 5 0.000000 
4 4 6 0.000000 
4 4 7 0.000000 
4 4 8 0.000000 
4 5 0 0.000000 
4 5 1 0.000000 
4 5 2 0.000000 
4 5 3 1.000000 
4 5 4 0.000000 
4 5 5 0.000000 
4 5 6 0.000000 
4 5 7 0.000000 
4 5 8 0.000000 
4 6 0 0.000000 
4 6 1 0.000000 
4 6 2 0.000000 
4 6 3 1.000000 
4 6 4 0.000000 
4 6 5 0.000000 
4 6 6 0.000000 
4 6 7 0.000000 
4 6 8 0.000000 
4 7 0 0.000000 
4 7 1 0.000000 
4 7 2 0.000000 
4 7 3 1.000000 
4 7 4 0.000000 
4 7 5 0.000000 
4 7 6 0.000000 
4 7 7 0.000000 
4 7 8 0.000000 
4 8 0 0.000000 
4 8 1 0.000000 
4 8 2 0.000000 
4 8 3 1.000000 
4 8 4 0.000000 
4 8 5 0.000000 
4 8 6 0.000000 
4 8 7 0.000000 
4 8 8 0.000000 
4 9 0 0.000000 
4 9 1 0.000000 
4 9 2 0.000000 
4 9 3 1.000000 
4 9 4 0.000000 
4 9 5 0.000000 
4 9 6 0.000000 
4 9 7 0.000000 
4 9 8 0.000000 
4 10 0 0.000000 
4 10 1 0.000000 
4 10 2 0.000000 
4 10 3 0.000000 
4 10 4 1.000000 
4 10 5 0.000000 
4 10 6 0.000000 
4 10 7 0.000000 
4 10 8 0.000000 
4 11 0 0.000000 
4 11 1 0.000000 
4 11 2 0.000000 
4 11 3 0.000000 
4 11 4 0.000000 
4 11 5 1.000000 
4 11 6 0.000000 
4 11 7 0.000000 
4 11 8 0.000000 
4 12 0 0.000000 
4 12 1 0.000000 
4 12 2 0.000000 
4 12 3 0.000000 
4 12 4 0.000000 
4 12 5 1.000000 
4 12 6 0.000000 
4 12 7 0.000000 
4 12 8 0.000000 
4 13 0 0.000000 
4 13 1 0.000000 
4 13 2 0.000000 
4 13 3 0.000000 
4 13 4 0.000000 
4 13 5 0.000000 
4 13 6 1.000000 
4 13 7 0.000000 
4 13 8 0.000000 
4 14 0 0.000000 
4 14 1 0.000000 
4 14 2 0.000000 
4 14 3 0.000000 
4 14 4 0.000000 
4 14 5 0.000000 
4 14 6 0.000000 
4 14 7 1.000000 
4 14 8 0.000000 
4 15 0 0.000000 
4 15 1 0.000000 
4 15 2 0.000000 
4 15 3 0.000000 
4 15 4 0.000000 
4 15 5 0.000000 
4 15 6 0.000000 
4 15 7 1.000000 
4 15 8 0.000000 
4 16 0 0.000000 
4 16 1 0.000000 
4 16 2 0.000000 
4 16 3 0.000000 
4 16 4 0.000000 
4 16 5 0.000000 
4 16 6 0.000000 
4 16 7 1.000000 
4 16 8 0.000000 
4 17 0 0.000000 
4 17 1 0.000000 
4 17 2 0.000000 
4 17 3 0.000000 
4 17 4 0.000000 
4 17 5 0.000000 
4 17 6 0.000000 
4 17 7 1.000000 
4 17 8 0.000000 
4 18 0 0.000000 
4 18 1 0.000000 
4 18 2 0.000000 
4 18 3 0.000000 
4 18 4 0.000000 
4 18 5 0.000000 
4 18 6 0.000000 
4 18 7 1.000000 
4 18 8 0.000000 
4 19 0 0.000000 
4 19 1 0.000000 
4 19 2 0.000000 
4 19 3 0.000000 
4 19 4 0.000000 
4 19 5 0.000000 
4 19 6 1.000000 
4 19 7 0.000000 
4 19 8 0.000000 
4 20 0 0.000000 
4 20 1 0.000000 
4 20 2 0.000000 
4 20 3 0.000000 
4 20 4 0.000000 
4 20 5 1.000000 
4 20 6 0.000000 
4 20 7 0.000000 
4 20 8 0.000000 
4 21 0 0.000000 
4 21 1 0.000000 
4 21 2 0.000000 
4 21 3 0.000000 
4 21 4 0.000000 
4 21 5 1.000000 
4 21 6 0.000000 
4 21 7 0.000000 
4 21 8 0.000000 
4 22 0 0.000000 
4 22 1 0.000000 
4 22 2 0.000000 
4 22 3 0.000000 
4 22 4 0.000000 
4 22 5 1.000000 
4 22 6 0.000000 
4 22 7 0.000000 
4 22 8 0.000000 
4 23 0 0.000000 
4 23 1 0.000000 
4 23 2 0.000000 
4 23 3 0.000000 
4 23 4 1.000000 
4 23 5 0.000000 
4 23 6 0.000000 
4 23 7 0.000000 
4 23 8 0.000000 
5 0 0 0.000000 
5 0 1 0.000000 
5 0 2 0.000000 
5 0 3 0.000000 
5 0 4 0.000000 
5 0 5 1.000000 
5 0 6 0.000000 
5 0 7 0.000000 
5 0 8 0.000000 
5 1 0 0.000000 
5 1 1 0.000000 
5 1 2 0.000000 
5 1 3 0.000000 
5 1 4 1.000000 
5 1 5 0.000000 
5 1 6 0.000000 
5 1 7 0.000000 
5 1 8 0.000000 
5 2 0 0.000000 
5 2 1 0.000000 
5 2 2 0.000000 
5 2 3 0.000000 
5 2 4 1.000000 
5 2 5 0.000000 
5 2 6 0.000000 
5 2 7 0.000000 
5 2 8 0.000000 
5 3 0 0.000000 
5 3 1 0.000000 
5 3 2 0.000000 
5 3 3 0.000000 
5 3 4 0.000000 
5 3 5 1.000000 
5 3 6 0.000000 
5 3 7 0.000000 
5 3 8 0.000000 
5 4 0 0.000000 
5 4 1 0.000000 
5 4 2 0.000000 
5 4 3 0.000000 
5 4 4 0.000000 
5 4 5 1.000000 
5 4 6 0.000000 
5 4 7 0.000000 
5 4 8 0.000000 
5 5 0 0.000000 
5 5 1 0.000000 
5 5 2 0.000000 
5 5 3 0.000000 
5 5 4 0.000000 
5 5 5 1.000000 
5 5 6 0.000000 
5 5 7 0.000000 
5 5 8 0.000000 
5 6 0 0.000000 
5 6 1 0.000000 
5 6 2 0.000000 
5 6 3 0.000000 
5 6 4 1.000000 
5 6 5 0.000000 
5 6 6 0.000000 
5 6 7 0.000000 
5 6 8 0.000000 
5 7 0 0.000000 
5 7 1 0.000000 
5 7 2 0.000000 
5 7 3 0.000000 
5 7 4 0.000000 
5 7 5 1.000000 
5 7 6 0.000000 
5 7 7 0.000000 
5 7 8 0.000000 
5 8 0 0.000000 
5 8 1 0.000000 
5 8 2 0.000000 
5 8 3 0.000000 
5 8 4 0.000000 
5 8 5 1.000000 
5 8 6 0.000000 
5 8 7 0.000000 
5 8 8 0.000000 
5 9 0 0.000000 
5 9 1 0.000000 
5 9 2 0.000000 
5 9 3 0.000000 
5 9 4 0.000000 
5 9 5 1.000000 
5 9 6 0.000000 
5 9 7 0.000000 
5 9 8 0.000000 
5 10 0 0.000000 
5 10 1 0.000000 
5 10 2 0.000000 
5 10 3 0.000000 
5 10 4 0.000000 
5 10 5 1.000000 
5 10 6 0.000000 
5 10 7 0.000000 
5 10 8 0.000000 
5 11 0 0.000000 
5 11 1 0.000000 
5 11 2 0.000000 
5 11 3 0.000000 
5 11 4 0.000000 
5 11 5 1.000000 
5 11 6 0.000000 
5 11 7 0.000000 
5 11 8 0.000000 
5 12 0 0.000000 
5 12 1 0.000000 
5 12 2 0.000000 
5 12 3 0.000000 
5 12 4 0.000000 
5 12 5 0.000000 
5 12 6 1.000000 
5 12 7 0.000000 
5 12 8 0.000000 
5 13 0 0.000000 
5 13 1 0.000000 
5 13 2 0.000000 
5 13 3 0.000000 
5 13 4 0.000000 
5 13 5 0.000000 
5 13 6 0.000000 
5 13 7 1.000000 
5 13 8 0.000000 
5 14 0 0.000000 
5 14 1 0.000000 
5 14 2 0.000000 
5 14 3 0.000000 
5 14 4 0.000000 
5 14 5 0.000000 
5 14 6 0.000000 
5 14 7 1.000000 
5 14 8 0.000000 
5 15 0 0.000000 
5 15 1 0.000000 
5 15 2 0.000000 
5 15 3 0.000000 
5 15 4 0.000000 
5 15 5 0.000000 
5 15 6 0.000000 
5 15 7 0.000000 
5 15 8 1.000000 
5 16 0 0.000000 
5 16 1 0.000000 
5 16 2 0.000000 
5 16 3 0.000000 
5 16 4 0.000000 
5 16 5 0.000000 
5 16 6 0.000000 
5 16 7 0.000000 
5 16 8 1.000000 
5 17 0 0.000000 
5 17 1 0.000000 
5 17 2 0.000000 
5 17 3 0.000000 
5 17 4 0.000000 
5 17 5 0.000000 
5 17 6 0.000000 
5 17 7 0.000000 
5 17 8 1.000000 
5 18 0 0.000000 
5 18 1 0.000000 
5 18 2 0.000000 
5 18 3 0.000000 
5 18 4 0.000000 
5 18 5 0.000000 
5 18 6 0.000000 
5 18 7 1.000000 
5 18 8 0.000000 
5 19 0 0.000000 
5 19 1 0.000000 
5 19 2 0.000000 
5 19 3 0.000000 
5 19 4 0.000000 
5 19 5 0.000000 
5 19 6 0.000000 
5 19 7 1.000000 
5 19 8 0.000000 
5 20 0 0.000000 
5 20 1 0.000000 
5 20 2 0.000000 
5 20 3 0.000000 
5 20 4 0.000000 
5 20 5 0.000000 
5 20 6 0.000000 
5 20 7 1.000000 
5 20 8 0.000000 
5 21 0 0.000000 
5 21 1 0.000000 
5 21 2 0.000000 
5 21 3 0.000000 
5 21 4 0.000000 
5 21 5 0.000000 
5 21 6 0.000000 
5 21 7 1.000000 
5 21 8 0.000000 
5 22 0 0.000000 
5 22 1 0.000000 
5 22 2 0.000000 
5 22 3 0.000000 
5 22 4 0.000000 
5 22 5 0.000000 
5 22 6 0.000000 
5 22 7 1.000000 
5 22 8 0.000000 
5 23 0 0.000000 
5 23 1 0.000000 
5 23 2 0.000000 
5 23 3 0.000000 
5 23 4 0.000000 
5 23 5 0.000000 
5 23 6 1.000000 
5 23 7 0.000000 
5 23 8 0.000000 
6 0 0 0.000000 
6 0 1 0.000000 
6 0 2 0.000000 
6 0 3 0.000000 
6 0 4 0.000000 
6 0 5 0.000000 
6 0 6 1.000000 
6 0 7 0.000000 
6 0 8 0.000000 
6 1 0 0.000000 
6 1 1 0.000000 
6 1 2 0.000000 
6 1 3 0.000000 
6 1 4 0.000000 
6 1 5 0.000000 
6 1 6 1.000000 
6 1 7 0.000000 
6 1 8 0.000000 
6 2 0 0.000000 
6 2 1 0.000000 
6 2 2 0.000000 
6 2 3 0.000000 
6 2 4 0.000000 
6 2 5 0.000000 
6 2 6 1.000000 
6 2 7 0.000000 
6 2 8 0.000000 
6 3 0 0.000000 
6 3 1 0.000000 
6 3 2 0.000000 
6 3 3 0.000000 
6 3 4 0.000000 
6 3 5 0.000000 
6 3 6 1.000000 
6 3 7 0.000000 
6 3 8 0.000000 
6 4 0 0.000000 
6 4 1 0.000000 
6 4 2 0.000000 
6 4 3 0.000000 
6 4 4 0.000000 
6 4 5 1.000000 
6 4 6 0.000000 
6 4 7 0.000000 
6 4 8 0.000000 
6 5 0 0.000000 
6 5 1 0.000000 
6 5 2 0.000000 
6 5 3 0.000000 
6 5 4 0.000000 
6 5 5 1.000000 
6 5 6 0.000000 
6 5 7 0.000000 
6 5 8 0.000000 
6 6 0 0.000000 
6 6 1 0.000000 
6 6 2 0.000000 
6 6 3 0.000000 
6 6 4 0.000000 
6 6 5 1.000000 
6 6 6 0.000000 
6 6 7 0.000000 
6 6 8 0.000000 
6 7 0 0.000000 
6 7 1 0.000000 
6 7 2 0.000000 
6 7 3 0.000000 
6 7 4 0.000000 
6 7 5 1.000000 
6 7 6 0.000000 
6 7 7 0.000000 
6 7 8 0.000000 
6 8 0 0.000000 
6 8 1 0.000000 
6 8 2 0.000000 
6 8 3 0.000000 
6 8 4 1.000000 
6 8 5 0.000000 
6 8 6 0.000000 
6 8 7 0.000000 
6 8 8 0.000000 
6 9 0 0.000000 
6 9 1 0.000000 
6 9 2 0.000000 
6 9 3 1.000000 
6 9 4 0.000000 
6 9 5 0.000000 
6 9 6 0.000000 
6 9 7 0.000000 
6 9 8 0.000000 
6 10 0 0.000000 
6 10 1 0.000000 
6 10 2 0.000000 
6 10 3 0.000000 
6 10 4 1.000000 
6 10 5 0.000000 
6 10 6 0.000000 
6 10 7 0.000000 
6 10 8 0.000000 
6 11 0 0.000000 
6 11 1 0.000000 
6 11 2 0.000000 
6 11 3 0.000000 
6 11 4 1.000000 
6 11 5 0.000000 
6 11 6 0.000000 
6 11 7 0.000000 
6 11 8 0.000000 
6 12 0 0.000000 
6 12 1 0.000000 
6 12 2 0.000000 
6 12 3 0.000000 
6 12 4 0.000000 
6 12 5 1.000000 
6 12 6 0.000000 
6 12 7 0.000000 
6 12 8 0.000000 
6 13 0 0.000000 
6 13 1 0.000000 
6 13 2 0.000000 
6 13 3 0.000000 
6 13 4 0.000000 
6 13 5 1.000000 
6 13 6 0.000000 
6 13 7 0.000000 
6 13 8 0.000000 
6 14 0 0.000000 
6 14 1 0.000000 
6 14 2 0.000000 
6 14 3 0.000000 
6 14 4 0.000000 
6 14 5 0.000000 
6 14 6 1.000000 
6 14 7 0.000000 
6 14 8 0.000000 
6 15 0 0.000000 
6 15 1 0.000000 
6 15 2 0.000000 
6 15 3 0.000000 
6 15 4 0.000000 
6 15 5 0.000000 
6 15 6 1.000000 
6 15 7 0.000000 
6 15 8 0.000000 
6 16 0 0.000000 
6 16 1 0.000000 
6 16 2 0.000000 
6 16 3 0.000000 
6 16 4 0.000000 
6 16 5 0.000000 
6 16 6 1.000000 
6 16 7 0.000000 
6 16 8 0.000000 
6 17 0 0.000000 
6 17 1 0.000000 
6 17 2 0.000000 
6 17 3 0.000000 
6 17 4 0.000000 
6 17 5 0.000000 
6 17 6 1.000000 
6 17 7 0.000000 
6 17 8 0.000000 
6 18 0 0.000000 
6 18 1 0.000000 
6 18 2 0.000000 
6 18 3 0.000000 
6 18 4 0.000000 
6 18 5 0.000000 
6 18 6 1.000000 
6 18 7 0.000000 
6 18 8 0.000000 
6 19 0 0.000000 
6 19 1 0.000000 
6 19 2 0.000000 
6 19 3 0.000000 
6 19 4 0.000000 
6 19 5 1.000000 
6 19 6 0.000000 
6 19 7 0.000000 
6 19 8 0.000000 
6 20 0 0.000000 
6 20 1 0.000000 
6 20 2 0.000000 
6 20 3 0.000000 
6 20 4 1.000000 
6 20 5 0.000000 
6 20 6 0.000000 
6 20 7 0.000000 
6 20 8 0.000000 
6 21 0 0.000000 
6 21 1 0.000000 
6 21 2 0.000000 
6 21 3 0.000000 
6 21 4 1.000000 
6 21 5 0.000000 
6 21 6 0.000000 
6 21 7 0.000000 
6 21 8 0.000000 
6 22 0 0.000000 
6 22 1 0.000000 
6 22 2 0.000000 
6 22 3 1.000000 
6 22 4 0.000000 
6 22 5 0.000000 
6 22 6 0.000000 
6 22 7 0.000000 
6 22 8 0.000000 
6 23 0 0.000000 
6 23 1 0.000000 
6 23 2 0.000000 
6 23 3 1.000000 
6 23 4 0.000000 
6 23 5 0.000000 
6 23 6 0.000000 
6 23 7 0.000000 
6 23 8 0.000000 
7 0 0 0.000000 
7 0 1 0.000000 
7 0 2 0.000000 
7 0 3 1.000000 
7 0 4 0.000000 
7 0 5 0.000000 
7 0 6 0.000000 
7 0 7 0.000000 
7 0 8 0.000000 
7 1 0 0.000000 
7 1 1 0.000000 
7 1 2 1.000000 
7 1 3 0.000000 
7 1 4 0.000000 
7 1 5 0.000000 
7 1 6 0.000000 
7 1 7 0.000000 
7 1 8 0.000000 
7 2 0 0.000000 
7 2 1 0.000000 
7 2 2 1.000000 
7 2 3 0.000000 
7 2 4 0.000000 
7 2 5 0.000000 
7 2 6 0.000000 
7 2 7 0.000000 
7 2 8 0.000000 
7 3 0 0.000000 
7 3 1 0.000000 
7 3 2 1.000000 
7 3 3 0.000000 
7 3 4 0.000000 
7 3 5 0.000000 
7 3 6 0.000000 
7 3 7 0.000000 
7 3 8 0.000000 
7 4 0 0.000000 
7 4 1 1.000000 
7 4 2 0.000000 
7 4 3 0.000000 
7 4 4 0.000000 
7 4 5 0.000000 
7 4 6 0.000000 
7 4 7 0.000000 
7 4 8 0.000000 
7 5 0 0.000000 
7 5 1 1.000000 
7 5 2 0.000000 
7 5 3 0.000000 
7 5 4 0.000000 
7 5 5 0.000000 
7 5 6 0.000000 
7 5 7 0.000000 
7 5 8 0.000000 
7 6 0 0.000000 
7 6 1 1.000000 
7 6 2 0.000000 
7 6 3 0.000000 
7 6 4 0.000000 
7 6 5 0.000000 
7 6 6 0.000000 
7 6 7 0.000000 
7 6 8 0.000000 
7 7 0 0.000000 
7 7 1 1.000000 
7 7 2 0.000000 
7 7 3 0.000000 
7 7 4 0.000000 
7 7 5 0.000000 
7 7 6 0.000000 
7 7 7 0.000000 
7 7 8 0.000000 
7 8 0 0.000000 
7 8 1 1.000000 
7 8 2 0.000000 
7 8 3 0.000000 
7 8 4 0.000000 
7 8 5 0.000000 
7 8 6 0.000000 
7 8 7 0.000000 
7 8 8 0.000000 
7 9 0 0.000000 
7 9 1 1.000000 
7 9 2 0.000000 
7 9 3 0.000000 
7 9 4 0.000000 
7 9 5 0.000000 
7 9 6 0.000000 
7 9 7 0.000000 
7 9 8 0.000000 
7 10 0 0.000000 
7 10 1 0.000000 
7 10 2 1.000000 
7 10 3 0.000000 
7 10 4 0.000000 
7 10 5 0.000000 
7 10 6 0.000000 
7 10 7 0.000000 
7 10 8 0.000000 
7 11 0 0.000000 
7 11 1 0.000000 
7 11 2 0.000000 
7 11 3 0.000000 
7 11 4 1.000000 
7 11 5 0.000000 
7 11 6 0.000000 
7 11 7 0.000000 
7 11 8 0.000000 
7 12 0 0.000000 
7 12 1 0.000000 
7 12 2 0.000000 
7 12 3 0.000000 
7 12 4 0.000000 
7 12 5 1.000000 
7 12 6 0.000000 
7 12 7 0.000000 
7 12 8 0.000000 
7 13 0 0.000000 
7 13 1 0.000000 
7 13 2 0.000000 
7 13 3 0.000000 
7 13 4 0.000000 
7 13 5 0.000000 
7 13 6 1.000000 
7 13 7 0.000000 
7 13 8 0.000000 
7 14 0 0.000000 
7 14 1 0.000000 
7 14 2 0.000000 
7 14 3 0.000000 
7 14 4 0.000000 
7 14 5 0.000000 
7 14 6 1.000000 
7 14 7 0.000000 
7 14 8 0.000000 
7 15 0 0.000000 
7 15 1 0.000000 
7 15 2 0.000000 
7 15 3 0.000000 
7 15 4 0.000000 
7 15 5 0.000000 
7 15 6 0.000000 
7 15 7 1.000000 
7 15 8 0.000000 
7 16 0 0.000000 
7 16 1 0.000000 
7 16 2 0.000000 
7 16 3 0.000000 
7 16 4 0.000000 
7 16 5 0.000000 
7 16 6 0.000000 
7 16 7 1.000000 
7 16 8 0.000000 
7 17 0 0.000000 
7 17 1 0.000000 
7 17 2 0.000000 
7 17 3 0.000000 
7 17 4 0.000000 
7 17 5 0.000000 
7 17 6 1.000000 
7 17 7 0.000000 
7 17 8 0.000000 
7 18 0 0.000000 
7 18 1 0.000000 
